bygge_aar,bolig_areal,kvm_pris,adresse,pris,grund_areal,rum,post_nr,pageUrl
2000,112 m²,17.410,Lindegrenen 7,1.950.000,1144 m²,5,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1979,183 m²,10.655,Lindevej 66,1.950.000,1031 m²,6,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
2012,125 m²,15.880,Merkurvej 83,1.985.000,1171 m²,4,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1927,350 m²,5.700,Houvej 100,1.995.000,43800 m²,11,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1915,169 m²,11.804,Skovsgårdsvej 71,1.995.000,21000 m²,5,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1900,101 m²,19.752,Akærvej 13,1.995.000,133211 m²,3,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1920,149 m²,13.389,"Brogade 1, Hou",1.995.000,200 m²,5,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1996,88 m²,22.704,Thomas Winthers Vej 27,1.998.000,1069 m²,4,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1978,121 m²,17.314,Torndrupsalle 25,2.095.000,1052 m²,6,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1925,199 m²,10.527,Midtergade 3,2.095.000,237 m²,7,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
2003,125 m²,17.560,Merkurvej 38,2.195.000,1250 m²,4,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
0,0 m²,0,Søhesten 91,2.625.000,5281 m²,0,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1946,220 m²,12.250,Torvet 6,2.695.000,646 m²,7,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
2002,290 m²,10.293,Lucernehaven 48,2.985.000,1135 m²,7,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=90
1852,173 m²,19.046,Strandvænget 9,3.295.000,7363 m²,6,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1947,171 m²,19.269,Limfjordsvej 6,3.295.000,800 m²,6,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1963,134 m²,28.320,Torndrupstrand 26 B,3.795.000,4683 m²,6,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1976,221 m²,17.624,Østerled 62,3.895.000,899 m²,7,9370,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1957,110 m²,13.618,Tingvej 3,1.498.000,1225 m²,4,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1970,125 m²,16.800,Guldregnsvej 4,2.100.000,784 m²,4,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1940,144 m²,15.270,Egelundsvej 6,2.199.000,728 m²,4,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1973,170 m²,13.382,Læhegnet 1,2.275.000,1065 m²,5,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1974,154 m²,16.201,Stakladen 66,2.495.000,1093 m²,5,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1973,176 m²,14.176,Bellisvej 1,2.495.000,905 m²,6,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1877,160 m²,18.718,Tingvej 26,2.995.000,33758 m²,3,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1962,192 m²,20.807,Mølbjergvej 20,3.995.000,8038 m²,5,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
1968,206 m²,22.305,Egelundsvej 13,4.595.000,7829 m²,7,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 3,600.000,862 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 1,600.000,867 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Hanebjælken 60,600.000,825 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 4,700.000,1195 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 8,800.000,2178 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 12,800.000,2155 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 10,800.000,2180 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=91
0,0 m²,0,Højgaarden 18,900.000,1958 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=92
0,0 m²,0,Højgaarden 22,900.000,2294 m²,0,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=92
2016,117 m²,16.196,Højgaarden 7,1.895.000,307 m²,4,9380,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=92
